,Morgan Fingerprints,Daylight Fingerprints
58,0000000000000001000000000000000000000001001000000000000000000000100000000000000010000000001000000000000010000000000000000000000010000000000000000000000000000000000001000000000100000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000010000000000000000000010000000000000000000000010000000000000000000000000010000100000000000000001001000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000100000001000000000100000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000100001000001000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000001000000001000000000000000010000000100001000000000000000000000000000001000001010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111111111010010011111111101011111101000110111111111101101110111111011110011011111110111000111101100011110101001111111100111011100111111001111110110111111011111111001111111101110111110011101101011011111011001111111111010011100011101111111110011001110001111111100111110100101111010111111101110101011101101011111111011111111111010111111110111010111111110001111001010011000111000101111111000011101111111111110111011110101111101111100111110111111110101111101101111101111101110111111100111110110011010111111101111111010111010111001001111011111000111111101011110111101011011110001110111101100010000101111011111110011100010011111101111011111111111111111111011111111111101100111111111111011111100110001110011001110011011010101011100111111010111011011111101111001111011111110010100010111011111011101111110111111101111111111110111111011111011100011111011111110100111110101111111010110111001111101111111111001001101110100001010010110111111001101101111111011111110010011110100111010001111010110110111101111100110010111110001110011110101
59,0100100000000001000000000000000001000000000000000000000000000001100000000000000010000000100000000000000000000000000000100000000010000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010001000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000001000000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000001000000000,0010000000010011000010000101000000000000000010001100100010001101011000100010011001000000000000100110110100000101100100000101001001011000000001100010000001000001110000100010110000001000000100000010000000010000110000110000000100001101000010000110000000000000000001011001100000001011010110000001001100000000010011010001111011000100001100000011000001110000010000000000100100010000100000000001001000010000000000001000110110000000110110001001011011111000000000000100010000001011001001000011000000101000001000110100000001010010001101000000010110000000000001000000000100110100000010000010010100001010100010010101000010100000000100000010111000000001000010011010100011000100000000000010010000000100100000100000000110010100000000110011001001000100011000000001110000110000100000000000000000100100000001001010000100010000110001010000000001000100001001001011000001000000000000000101000000000000000100100001000000001000000000000000010101001000010001000010000001100011101010110000000010001000000000000000001000001000000010100100011000000001
60,0001000000000000000100000000000001000001000000000000000000000000100000000000000010000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000010010000000000000000000000000000000000000000000000000100100100000000000000001000000000001001000000100000000000000000000000000000000000001000000010000000000100010000001000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000001001000000000000000000000010000000000000000000000000000100010000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000010000001000000000000000000000000000000010000000000000000000000000101000000000000001010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,1111111100110111101111111111110111111111101000101111111111111011110111111011111111111111111001111111111111111110101111111111110110110110100111111101011111111111111101111011111111111111111111111011011111111111110111111101111111111101111111101111111110111111111111111101101110111111011111011101011111111011011011011111111111111110111101110111111110110111011110011111011011110101111101111001101111100111111110011111111111011110101111111111111111101110011111111011111111101110111101010101101111111111111111111110111111011111011111110111111110011111011111111111111111111011111011011111111011111111111110111111111110111010111101111111011111111111011111111111111111111100111111111111110001101111111111111111011111111111011111111111111111111111111111101101111101101011111110110111111111110111111101111101111111101101111111100111111110111110110111111111111010111111111111111111010111111101111111111101111011110111111110111111111110111111111111111111111111111111100010110111111111101111111011111111111111111111011100110111111111111101
61,0001000000000000000000000000000001000000000000000000000000000000100000000000000010000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000100000000100000000000000000000000000010010000000000000000000000000000000010000000000000000100100100000000000000001000000000001001000000000000000000000000000000000000000000001000000010000000000100010000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000010000000000100000000000000001000010000000000000001000000000000000000000000000000000000010000000000000100010000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000001000000010000001000000000000000000000000000000010000000000000000000000000001000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,1111110100111111101111111111111111111111101001101111100111111011110111111111111111011011111101111011111110111110101111111011110110110110101111111111011111111111111101111011111111111111111111111111111111111011111101111101001111111101111111101111101110111111111111011101111010111111011111010101011110110011111111010111001111011000111111110111011110101101011110111101001011111101111101111011111111101111111110010111111111011111111111111101111101101110011111111011110011100110111100011111101111111111111111001011111111111111011111111111111110011110011111111111011111111111111111101111111111111111101110111111111110011110111101111110111111111111011101111111110110111101111111111111011001101111111111111111101111111111011111111111111100011111111111101111111111101011111110110111111111110111111001111101111111111111010111000111110111111111110111111111111011011111111101111110010111111101111111111101111111110111111110110111111110111111111111111111011111111111101111111111111111101011111011111110111111110111111100111011111111111101
62,0001000000000000000000000000000001000000000000000000000000000010000000000000000010000000000000100000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000001000000000000000001000000000000000000000000000000000000001000000000000000000100000000000000000100000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000001000000000000000000010000000000000000000000000000000000000010000000000000000011000000000001000000000001000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000010000000010100000001000000000000001000000000010000010000000000000000000000000000000000000100100010000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000010000,1111100111100001101100101011010101011111111111101111111110111101100100111100011011110011011111100011011111101101111101111011111011010010111111110101111101011111111000100111101111101011110011110011111010111110111011111111001011010111111111001111111110110110001001111101110110111010011111010011101011011110111111011111011111011001111111111011101011110110101111111110101111011100101011110110001111111111010111001111110011111101111101111111110111011111101011110101010110111111111111111111111011101111110100111110101111101110011111111111101111111011010111011111101011111101011100001111100111110100101111110110111110011000111101111101111011111111101100011111111001010111111110111111111110100011010101011111000111001100110101101110101011111101011101111101110011111010110100011110000110010110111101111011101101011100110111110101100111110011001011111111110111100111001001011110001111011011011111111111011001111100101101111011110011010101011011110101110111110011101110111100101110111011110111101110101110110111111100001110011111111101
63,0000010000000000000000000000000001000000000000000000000000000000000000000000000010000000001000000000001000000000000000010000000010000000000100000000000000000000000000000110000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000100100001000000000000000010000010000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000010000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000001000000000000000000000000000000001010100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000001000000000000000000010000010000000000000000000000100000000101000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111110111010100010101100111001111101000101000000001110111100101110010000110000001010101000001101111010111110100110101011111011100010101001101110100101010000010110001111001100111000100010000010011000010110000011101001001000001110101100101000110111110000110001000011000111101100110111111111111111110000001011001001010010111000001001110011000010000100001011100011011010000000110000001000010101110100111111101001001110000011101101101011110100011111110110101111001100110101011110011000000111010010011111001110001111101011101111111010100100101001010100101010101100011010010000011101010110110011010010010000101011101100000010000000111100111101111100110000010101111110111000011111111111100001000000101110100000110101001100010010010011111111010011110101000101000010010100010111000000000011110110011101000100101000100101110000100111111100011100011111110001010001111110010001110101110011001000111000000001001010010011101110011110100011011011011110101110100001001100001111100000000011101110110100111000110001100110100001101010111010001
64,0000000000000000000001000000000000000000001000000000000000000000100000000010000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000001000100000000001000001000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000010000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000,0011110010100010000000000001000000001001111100000001000001000010000110011110100001011000001000000010000110000001100000001011101000000000000100100100001000000100010000101001000000101001000010000111000010101100010000000010000001010101001101000100001000000100000000010000000010001001000011000000001000100000000001010110000110000000001110000100000000000000000001001000000100000001000000101100000011100100000000000010110000011100001000001000000011001110000000010000000010100000100010010000000000000001000000000000100000010100010110100100101010001000000100011100001001000000000000011000000100000000001000000001000100000000100010001010110011000000000000000000010000010100000000100001000000001001100001000000010010011100000000000000000010110000000100001110100001000000101100111011001010000110100001111100100000000000010110100001000010101010001001000010100010000011000000101100000100000000000111000001001100110000000001000001010000010001001000010000001000000000000000100000101000000000010100100000000100100100000000000000010000000011
65,0000000000000011000000010001000001000000000000000000000000000001100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000001000000000010001000010000000000000000001000001000000000000000000000000000000000100000000000000000000000000000000000000000010000100100000000000000000000000000010000010000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000010001100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000101000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000001000000001100000001001000000000000000000000000100000000000000000000000000000000000000001000000010000000000000000000000000000001000000000000000001000000000000000000000000010000000000000000000000001000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111111111111111110111111110111111111001110101110111110111101111111010111111111011111010011110111101010111111111111111111100101111111011111111100111011111111111010111111111111111111110110000101111111011110111111110011111111111110000101111111111111110111111011011111111011111111111110111101101101111101111111011111110011111110111101110111000111011110111111011111111111011111111110111111011101110011111001111111111111111101111101111011111101111111110111111100011110011111111111101011111101111110001101111111011101101111111110111100111111111111011111101111111111011111001010111111111111111001111100110100111110111001100111111011110111010111011110111111111110111111111000010110111011111111011111111101110001111111111101111111111101011111111111110111111111010111111101110110101100110111111111111111111111111111111111111111010011011101111110111111111101111111111111111101111101111111111110111111011111111110011001111010011111111111111011111111011101011111111100011111111111111101010111101110010111111100101011101110110011101111101
66,0100000000000000000000000000000001100000000000000000000000000000100000000000000010001000000000000000000000000000001000010100000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000010000000000000010000100000000000000000000000000010011000000000000000000000000000000000100000000000000000000000000001010000000000000000000000100000000000000000000000000000000000000000000000000100000001000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000010010000000000000001000100000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000001000000000000000000000000000001000000000000000000000000000000000000010000010000000010000010000000000000000010000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000010100,1011100010000001010000010101010100111010110000001011000111100010100010111000000001001000001111101010001100010001101000000101010000100000011100110000111111111111011000111110010011001010100000110011001010100110010001110010000011110110100101000010000110000001011101010000110010111111001011100011001100000101000011000111000110000011011110101001011011100000000011001000001111000100001001000001001100101101101100010011100001000001111110011101101111001110110000110011000010000001100100000000010110011001101001010001100101010100011010110111000110001000100110001101001010110101100100000100001111001000011011001001110011001000010000110100010010000001101110100000001111101100010010000111000100111100101011100110010010111110110000110010110011011000000100111101111000000010111001010000100000001111011101101100011011000000010110000010000010100011000100111110001011100111010101101100011111010000101111000001011001100001110001110011111101011111011000011001001001110000000100111010010011011011010100100010000011010100100000100001111010011101
67,0000100000000000000000000000000000001000000000000000000000000000100000000010000010000000000000000000000000000000000001000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010010000000000000000000001000000000000000000000000000010000000000000000000010000000000000000010100000001010100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000100000010000010010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000100000000000001000000000000000000000000001000000000000000010000001000000000000000000000000000000000000010000010000000000000000000000000000000010000000010000100000000000000000000000000000000000000000000000000000000000000000000000000001000000,1011011010010010110000001111010000111110011101000001010000000001110011001001110001010010011000000000001011101101100010100011101000011000010110100100111111011000010100111100111000001010000001011100001111100101111100010000010010000000001100101000110000001000111001011010110010011001100111000000111000101101001011001101010100010011011000001101100111000100001100000110011000011000000001111001011100010001100111101001110010111101001000001001000110001110000001010001011001000001110000101000100001011101000100010010011100010000000000101010000000001000010111101110101000110001010010010011101000000000100010000101000101100111110000101010110011010010000000110000011000000001010001000010000100101101000001111000111000000110000001101011001000110011001100100000100000010110101011100000100000000101111001001100101111111000011100100010000000011001001001101010011000010011000000110110100110010000000110111100011010110001010001000111011011101001000001000001100110000001001000100111001001100101000000101001010101000001010100000000110101111011
68,0000000010000001000000000000000001000000100000000000000000000000100000000010000010000000000000000000000000000000000000000100000010000000100000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000001000000000000010000000000000100000000000100000000000000000000010000000000000000000000000000000000000000000000000000000010000010000000001000000000000000000000010000000000000000010000000000000010000000000000000000000000000000001010000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000010000000000000000000000000010010000010000000110000000000000000000000000000010000000000000000000000000001000000000100000100000000000000000000000010000000000000000000000000000001000100001000000000010000000000000000000000000010001001000000000000000000000010000000000010000010000000000000000000000000000000010000000010000000000000000000000000000000100000010000000000000000000000000000000000001000000000000,1111111110110100101111000111101000111101111101111111011111111101111111110100111111111111111110111111101111110111111111001111101111110011111111101110101011011111110101111110111100011101100011011111111001101000110110001111100110110111101111111111111111111111101011111111101011101101001111110101011001101110111111101111011111011101111111101101111011011011111111111101110010011101111101111111100101110111101110010011111001111111011110100011101111111111111111110111111101110111110111101101111001111111111101111111011011111001110100111111111111001110101111011111100111011111000111111011111111110111000001001111111111011001101110010111110111111011111111110101111101111011000000111110110011111101110011111111111100111110011111001111111111110111111111111101111010100011111101100010100111011111101101111100101100111111110011100111011111111100011011101111101110111111110111110111101111101101010111111011111101111110111111111111101111110001011011111011010001011110110110111010011010110011111110111110111111010101100111111011111101100011
69,0000000000000010000000000000000001001000000000000000000000000000100000000010000000000000001000010000001000000000000000000100000001000000000000100000000000000000000001000000000100000000000000000000000000000001000010001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000001000000000000000000000000000010000000000000000000000000000000010000010000010001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000010000100100000000000000000000000000000000000000000011000000010000000000000000000100100000000000000000000000001000000000000000000000000000000000000000,1010100101111001000011111010100011001011111010110001111111111111111110110111101011111001101010011110111111101111101010001111111010110001011110111110011010001100111111101111011101110110100011101111000111101111110100011110111001111101101110100111101010111101101111111110111111111100110011000011001010101100100011011110100101101111001110011111101101011000011101101001001011011111010101111101110011111110100000111110111111111111101001101110000111110011001111110111011110101111111111010001110011110011101111111101010101101100110101100100111001011101111111111100110111110001101011111011101100101011001101011110110101111101111110111110111101110001000110110101111011111001001011110011011011011111000111110111000010011001110011111011111111111110111100001011101111101001111111111111101010100011011101111100111110110111010111101011010111100010001011011111111011011111100111111111101111110011011111110101011110111001011011111100010001001011011100110101001111111111001110100111111100001111011110111111010100110110000011110011110000010101
70,0000100000000001000000000000010001001000000000000000000000000000101000000000000010000000000000000000000000000000000001000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000001010000000000000000000000000000000000010000101000000000000000000010000010000000000000000000000010000000010010000100000000000000000000000010000000000000000000000000000000000000000000000000000001000010000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000010000000000000000000000100000001000010000010000000000000000010000000000000000000010000000000000000010000000100001000000000010000000000000000000000000000000000000000000000100000000010001000000000000000000000000000000000001001000100000001000000010000000000000000000000010000010000010000010000000000000000000000000011000000010000100000100000000000000000000000000000000000000000000000000000000000000000000001010000,0111010011010110100110010101010000001010111011001101111011001101110001111011010011011000011110100001011111101101101001100011100011011001011000100111110111011011110100111110011000001001111011011111110111100111111100111000000111010000110101101010110111001000101011011011111010101011100111011001001110001101100111001111011110110101011110011111100011110101001110001100111110001001100001000000101011010100100111011010111010010101111100001001011111011111000100010100011011101111011001111011101001101001010100100110111001011010011011100110001010101101010111101110001100110001010010000011110110000101111011011111010011101111101110001000110010011011001010111010111011110111010001100111100100000101110001101100110010111110000110101011001000110101000000001110111000011100101001011010111000011111011001111111110111110100110111100010100111101110011001001011111011110011010000111110101100010000000111111101111010100001011011001101011011111001011001110001101011110011101011111101000011110101011100111111010101100101110100100000111001101001
71,0100000000000100000001000000000000100000000000000000000000000000000000000001000010000000001000000000001000000000100000000100000010000000000000001001000000000000000000000000000000000000000000000000000000000000000000001001000000000000000001000000000000000000000000000000000000000000000000000000000000000100010100100000000000000000000000000000010000000000000010001000000000000000000000000011010000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000100010010000000000000000000010000000000000000000010001000000000000000000000000001000100010000100000000000000000000000000010000000000000000000000100000000000000001000000000000000001000100000000000000000001000000000000000000000000000000000000010010010000010000100000000000000000000010001000010000000000000000000000000000000000000000000000000000000000000001000000000000000000010000,0011101000010000100010000001000001011010111100110011001111000101011010111001000001000000001000111110101101000001111001011111011001010000100110101011101111000111011101101001000000001010110000001111001100100010010001000001000001110101000111000001000111111011101101010010100011011011000010110000101110000110111011011111100110100000011010010110101000110000000011001000010011000110010000100000001010000100001000000001100100000000101100111110001011011110011000110101001011001001000100001000000010011001110101001010100101010100011010110110011110011000100011101101001001110011100000000000000101000001001000001001100100101100110000010000010010000100000000111100001010101100110010100011000101010000110001100010010010111111001000100111111100111001010000011100101000100000100011111101000100000111010001101101001110100000100110001110110010110110001100101110111010111111000111101100001010010000100111001011001001111011111001100101010111011101111001011001101001001000100000101000111100001111111000110110000111000100001110111001010010111011
72,0000100000000001000000000000000001001000000000000000000000000000100000000000000010000000000000000000000000000000000001000100000000000000001000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000010010000100000000000000000000000010000000000000000100000000100000000000000000000000000001000010000000001100000000000000000000000000000000000000000000010000000011000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000010000000000000000000000100000000000010000010000000000000000000100000000000000000010000000000000000010000000100001000000000000000000000000000000000000000000000000000000000100000000000001000101000000000000000000000000000000000000100000001000000100000000000000000000000010000010001010000000000000000000000000000000010000000010000100000100000000000000000000000000000000000000000000000000000000000000000000001000000,0111000011111111101110111111011000101111111011011101111101001101110101011001011011011011011110111001011111101100111001110011101011011001111011100101111111011011111110111111111101011101111101011111111111110111111101111001001110010101111111101110111111001000111011111011111010101011110111010011001111011111101111011111011111110011011111111111001011110101001110001101111111001001101001000010111011010101110111011010110011000111111101101111011111011111101101010111111111111111011001111011110001111111010111110110111101011010111011100110001110111101011111101111101101111001110011001011110111010111111011011111011011101111101100001110111110011010001010111010111011111111010001111111111111000111110111111101111010111110011010111011001100111101000101001110111000111110100001011010110000001111011101111111111111110100110111100011100111100111011111011011011111111011011011111110111101011110011111111111111010100101111001101101111111111001011001110111101010110011101010111101000011111111111110111111010101110101110110000100111111111001
73,1100000000000000000000000000000101000000000000000000000000000000100000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000010000000000001001000000000000000000000000000000000000000000000100000000001000000100000000000010000000010000000000000000010000000001000010000000000000000000001000000000110000000000100000000000000010001000000010010000000000000000000000001010000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000010000001000000000100000000000000000001000000000000000000000000000000000000000000000000000000010010000000000000000101000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000010001000000000000000000000000000000001001000000000000000000000000000000000000000001000000000000000000000000000000000000010000010000000000000000000000000000000010000010010000000000000000001000000000000000000000100000000000000000000000000000000000000000010000,1111111010101111101110111011010011011111111110111001111111111111111011111100110111110001111100111101001111010111101111110111111111011001101111111111101111111111011111111111111111101111111111101111001101111110111101100011111011010101101111101111101110111101111111110111111111111111110111111101111110111101100011110111111011101101011111100000111111111111110010111010011110111001111111111111111101100110101011011101110011111010111010111110111111111110111110010111101011110111110110111111110110111011111101111110101011011110011110110110101111011110100111101101111101111010101100110111011111111111110110001011100011011101110001110111111111110101010101111111001111111111110110101111111111111101110011110100111111111111111110110111111010111001111001111111110010110111101111111101101110111111110101111101011010011111010111101111101111101111110111111110111111101011011101111100111111111101111111111111011101111101111011111111110111011111111111111111011001111110110011111111011011101111011111101111100111111111110110011001111111111011
74,0001000000000000000001001000000001000000000000000000000000000000100000000000000010000000000000000000000000000000000100000000000000000000000100000000000000000000000001000000000100000000000000000000000000000000000010011000000000000000000000000000000000000000000000000100100100000000000000001000000000001001000000000000000000000000000000000000000000001000000010000000000100010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000010000000000000001000000000000000000000000000000000000010000000000000100010010000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000001000000000000001000000000000000000000000010000010000000000000000000000000001000000000000000010000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000010000,1111110000111111101111111111110111011111101001111111100111111011110111111101111111011011001001111011111101111110101111111011111110110111101111111101011111111111111101111111111111111111111111111011011111111011111101111101011111111101111111101111111110011111111111111101101110111111011111010101011110110011011011010111001110011001111101110111011110101101011110011111001011110101111101111011111111101111111110010111111111011111111110111101111101101110011010111011111111100110111100111111101111111111111111101111111111111111111111110111111111011110011110111111111111111011111111101111111011111111101111111111110111111010111111111110011111111111011101111111111111111100111111111111011001100111111111111111001111111111011111111111111110111111111111101111111111101011111101110111011111110111111001111101111111111101010111100111110111111110110111111111111010011111111101111110010111110101011111111101111111111111111110110111111110111111111111111111011111111111101111110111111111101011111011111110111111110111011100110011111111111101
75,1100000000000001000000000000000001000000000000000000000000000000000000000010000010000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000001000000100000000000000000000000000000000000000000100000000000001000000000000000010000000000000000000000000110000000001000010000000000000000000001000000010000000000000100000000000000010001000000010010000000000000000000000001010010000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000001000000000100000000000000000000000000001000000000000000000000000000000000000000000100010010000000000000000001000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000010001000000000000000000000000000000001000000000000000000000000100000000000000000001000000000000000000000000000000000000010000000000000000100000000000000000000010000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111111010101111101110111111010011011111111110101001101111111011111111011110111111110001111100111111101111011111111111111111111111011001101111111111101111111111010111111111111111111111111111101111001001101110111100100011111011010101101011101111101110101101111111110111011110111111110111111101111110111001101011110111101111001101101111100110111111111110110011111010010101111001111111111110111111100110101011011111110111111010011111111111111111111111111110111111101010110111110110011111110110011011111101111111111010011110011110110111101111010110110111111100110101111010001100111111011111111110111110001010100111111101110011111111111111110101010100111111001101110111110100101111111011101101100011010100111111111110111110111111111110111001111101111111110111110111101101101111101010111110100101011101111000011111010111101111101111101111111111111110111111111011011111111110111111111101111111011111011101111110111111111111110111101111011111111111110001111110111011111111101011101101011111101111100111111111110110011001111111111011
76,0000000000000001000000000000010001000000000000000000000000000000101000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000001010000000000000000000000000000000000010000101000000000000000000000000010000000000000000000000010000000000010000100000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000010000000000000000010000000000001000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001001000100000001000000010000000000000000000000010000000000000000010000000000000000000000000011000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000,0111010011000110000110010101000000001000110010001101101011001101000000111011010011011000001110100001010111101001101001100001100011011001001000100011100001010011110100101010010000001001111010001111110000100011110100111000000101010000110101000010000111000000001011011011001000101011100010011001001110000001100101000111011110110100011110011011100011110101000110001000110110000001100001000000101011010100000101010010101000010101111100001001011111011111000100010100010010101111011001011011001001100001010000100100100001011010011011100100001010101101000011001100001100110001010010000001010110000101011011011111010010001000101110001000110010001011001010111010110011110111000000100111100100000000110001101100010010111100000110100011001000010101000000001110111000011000101000011010011000011110001001111011110111000100100111100010100111101110011001000011100011100011010000111100001000010000000111111001101010100000011011001001010011010001011001110000001001110011101011111000000010010000011100011111000100100101100000100000011001000001
77,0000100000000011000000000100000001000000000000000000000000000001100000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000100000000000000011000001000010001000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000010000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010001000000000000000000000000000100000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000100000000000100000000001000000000000000011000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1011110111111000000011000110001001111000000101010110000010001111100010000111110001111010000010100100010111011111111010010000101111000001010010100110011111111001010101111100110000011110000000100111011011110110011110010011111000100000000111011000111100101101001010111110000011111010010010001001001000100110101001010110010110010001001100000000111011100011010001001111010010110101010001011011100110010001001001111001111111001010001100001011000010110000111011000010010010111110100000011001001101000000001111110011000001011011010100100111011011011000011100101100111011110000000001010010111010001010000100100111010100000000101110000010010010111011110111110111000100011101000010010011001001101000100011101110000110010001100011111011000011101111001110101100101000101001101110100100100100100111111000111100101111010100110001111010000011000001100001100011001000010101110101000111100111011101010111101010011011010001001101000010110110101011000011011011100001011011100011101101110000001010100001100000010100000101001001010000011000100001
